Name,NKalone_1,NKalone_2,NKalone_3,NKIL2_1,NKIL2_2,NKIL2_3,NKINB16_1,NKINB16_2,NKINB16_3,NKK562_1,NKK562_2,NKK562_3
RAP1GDS1,1427,1078,1059,1200,1300,945,822,951,458,565,797,872
RAP2A,2790,963,2866,3272,1870,1772,1928,984,795,896,871,834
RAP2B,5291,3552,3413,3517,2599,2245,2066,1750,1660,2234,2205,2638
RAP2C,1775,1298,2234,2078,3283,1179,2193,2405,1704,1698,2200,1842
RAP2C-AS1,76,69,46,49,45,14,93,76,46,36,22,28
RAPGEF1,14666,6291,8980,9938,7115,8807,11031,8651,9196,2685,1713,2362
RAPGEF2,1549,1056,1928,813,1863,1366,1119,2196,1556,1117,1043,1345
RAPGEF3,14,10,13,10,0,18,2,2,3,10,20,24
RAPGEF4,7,0,6,4,10,0,0,4,2,2,0,0
RAPGEF4-AS1,0,0,0,0,0,0,0,0,0,0,0,0
RAPGEF5,4,9,5,5,6,0,16,0,1,20,18,18
RAPGEF6,4066,3868,4472,2802,5216,3107,2479,2976,1850,1272,811,828
RAPGEFL1,238,72,114,129,76,184,165,167,122,113,159,315
RAPH1,54,117,53,8,85,29,19,15,21,30,35,35
RAPSN,42,10,15,22,29,59,7,52,30,13,37,60
RARA,1334,816,3506,1133,3433,2722,1153,1208,2076,776,527,1041
RARA-AS1,6,5,5,3,7,15,5,10,8,12,52,50
RARB,5,1,1,0,0,0,0,0,0,1,1,1
RARG,1923,477,1095,1469,1052,1357,1071,211,526,312,112,217
RARRES1,4,9,0,0,0,0,0,1,0,1,0,0
RARRES2,1,2,1,0,6,0,1,0,0,2,3,2
RARRES3,2493,1331,1655,1433,963,765,2089,2138,1713,537,200,198
RARS,1479,862,1357,1205,1632,891,871,1170,1037,2623,3003,3901
RARS2,1025,638,861,682,969,396,711,720,520,920,1280,1421
RASA1,1315,1155,533,963,843,365,962,1297,533,639,391,327
RASA2,3944,2977,5217,3051,5276,2917,3256,3509,2296,1235,948,904
RASA3,15903,5783,9745,7171,6167,5637,5645,9342,6570,2007,1737,1863
RASA4,20,3,3,7,18,26,1,23,2,8,5,10
RASA4B,8,5,9,3,7,12,2,20,4,6,9,5
RASA4CP,94,45,53,53,19,76,37,49,30,6,0,7
RASAL1,12,87,2,2,0,0,1,0,1,5,2,0
RASAL2,90,270,0,22,0,0,51,2,0,79,9,5
RASAL2-AS1,0,5,0,0,0,0,1,0,0,0,1,0
RASAL3,8986,4103,6956,6158,4921,5162,5651,4334,4535,1165,378,476
RASD1,4,1,3,3,6,12,23,9,6,5,54,82
RASD2,18,9,7,7,27,0,2,36,13,2,2,0
RASEF,0,0,0,0,0,0,0,0,0,0,0,0
RASGEF1A,494,505,145,233,188,70,121,135,60,267,239,334
RASGEF1B,638,465,909,598,1888,845,1122,3741,1963,391,367,385
RASGEF1C,0,1,0,0,0,0,3,0,0,3,5,12
RASGRF1,6,38,1,3,5,0,0,1,1,5,3,11
RASGRF2,232,270,291,129,668,141,101,354,136,32,20,5
RASGRF2-AS1,0,0,0,0,0,0,0,3,0,0,0,0
RASGRP1,9212,4369,3784,6877,4710,2333,5549,4587,3487,1183,346,229
RASGRP2,6243,2436,4353,1982,1527,1761,1749,485,711,442,254,390
RASGRP3,118,240,23,33,58,6,75,43,16,102,86,103
RASGRP4,34,20,5,4,0,0,93,4,3,172,422,807
RASIP1,0,0,0,1,0,0,0,2,1,44,97,129
RASL10A,5,2,0,0,2,20,7,4,3,3,6,1
RASL10B,1,2,6,2,3,0,1,2,1,2,4,6
RASL11A,12,5,6,3,12,0,12,7,6,13,64,129
RASL11B,0,0,3,1,9,0,6,3,1,19,61,72
RASL12,0,0,0,0,0,0,0,2,0,0,0,0
RASSF1,9898,3629,4741,4033,2615,2688,3136,1990,1910,1289,2211,3143
RASSF1-AS1,54,22,25,23,5,6,16,10,11,9,18,14
RASSF10,0,0,0,0,0,0,0,0,0,0,0,0
RASSF2,1217,2107,753,1222,1786,729,1161,645,616,418,43,52
RASSF3,3564,2811,8507,1808,5865,4133,1979,2013,1483,1231,967,946
RASSF4,2104,1000,1561,1130,1138,978,693,818,814,204,65,88
RASSF5,12924,8766,16230,11833,19633,13395,10049,13020,15114,3323,3146,5553
RASSF6,0,3,2,3,0,0,1,0,0,8,20,16
RASSF7,39,16,12,20,7,0,17,17,8,15,20,37
RASSF8,97,205,84,351,196,133,124,55,45,50,11,17
RASSF8-AS1,13,10,4,28,21,18,7,3,8,1,1,5
RASSF9,0,0,0,0,0,0,0,0,0,1,1,0
RAVER1,2702,1345,2042,2452,2437,1781,1602,2489,2231,2411,3283,6125
RAVER2,38,38,22,52,36,0,21,20,16,295,451,622
RAX,0,0,0,0,0,0,0,0,0,0,0,1
RAX2,8,2,20,4,32,129,0,3,2,2,0,0
RB1,1418,1216,1447,1584,1759,1228,1235,832,504,1019,1207,994
RB1CC1,4111,3460,6622,1818,5556,3394,2555,4238,3526,2746,2828,3093
RBAK,1774,1099,1833,1311,1982,1343,1111,1795,1254,1159,1714,1772
RBAK-RBAKDN,0,0,0,0,0,0,0,0,0,0,0,0
RBAKDN,0,1,0,2,0,0,0,0,1,0,5,0
RBBP4,6271,3993,7918,4838,7837,5176,4433,5934,4468,7310,11800,14941
RBBP5,1616,904,1465,1076,1718,1113,924,1861,1360,1611,2170,3321
RBBP6,6195,3229,6929,4257,7630,4680,2899,6197,4101,3143,5859,7440
RBBP7,2682,1743,2784,2307,2815,1643,1653,2442,1747,3617,5413,6849
RBBP8,96,202,119,416,408,131,374,195,308,1192,1215,1613
RBBP8NL,0,0,0,0,0,0,0,0,0,1,0,0
RBBP9,489,420,325,433,501,306,330,615,326,144,64,82
RBCK1,2239,1297,1316,1595,1300,1050,1355,1510,1264,672,1133,1832
RBFA,397,244,342,308,274,258,188,346,257,351,441,539
RBFADN,2,1,6,4,0,0,0,0,2,5,7,8
RBFOX1,0,0,0,0,0,0,0,0,0,0,0,0
RBFOX2,2,0,0,1,5,0,1,3,0,15,27,33
RBFOX3,12,5,26,2,5,0,2,9,2,0,1,1
RBKS,35,15,39,10,18,0,26,76,49,21,16,18
RBL1,1131,542,774,1349,850,599,583,490,402,837,873,1116
RBL2,21275,12257,17966,10210,12580,8834,10353,11462,7728,3287,1997,1925
RBM10,2697,1404,2370,1797,2135,1866,1466,2047,1792,1819,2168,3384
RBM11,12,12,3,1,5,0,4,10,3,31,35,35
RBM12,3173,2045,4298,2535,5270,3449,1829,3326,2988,3286,3449,4400
RBM12B,1465,1056,2050,794,1936,1381,1349,898,741,1542,1097,1131
RBM12B-AS1,5,0,0,0,5,2,0,2,0,0,1,2
RBM14,1678,906,2064,1146,2020,1804,1271,2075,1810,1415,1566,3020
RBM14-RBM4,0,0,0,0,0,0,0,0,0,0,0,0
RBM15,1104,560,1233,1017,1295,1056,770,1647,1291,1012,1799,2664
RBM15B,2533,1478,2401,2084,2554,1964,1365,2431,2018,1052,1753,2608
RBM17,2804,1778,2590,2252,3349,1610,2434,2758,2246,2660,3111,4051
RBM18,908,723,1276,729,1180,776,614,1364,851,977,1417,1574
RBM19,1619,1151,1120,1241,1101,735,1040,1135,878,732,716,953
RBM20,6,1,1,1,0,0,1,0,4,183,156,204
RBM22,3105,1905,2626,2270,3171,1924,1977,3235,2483,2195,3251,4486
RBM23,2432,1713,2155,1763,2409,1656,1684,2419,2469,1190,1365,2101
RBM24,3,0,0,0,0,0,5,1,0,0,0,1
RBM25,6978,4733,6507,4645,7203,4629,6576,6600,4966,4462,3646,4384
RBM26,3363,2102,3709,2222,3691,1915,2425,2584,1878,1759,1460,1605
RBM26-AS1,131,27,77,81,107,17,62,143,50,91,100,102
RBM27,2676,1804,3294,1917,3617,1841,1799,2146,2042,2541,2739,3130
RBM28,1125,671,1209,836,1334,615,756,1111,996,2189,2140,2776
RBM3,5685,3827,6900,6555,7622,4512,4447,7368,5062,6412,12662,15945
RBM33,9929,4573,7127,4784,5780,4964,5366,7699,5756,3838,4082,5798
RBM34,1603,942,1485,1268,1671,655,1001,1874,1332,1380,2179,2699
RBM38,2365,1783,4631,1717,4156,2788,1442,5810,5218,1404,2123,3625
RBM39,12346,8805,14396,6428,12558,8220,9513,17080,11305,6622,9501,12775
RBM4,1725,720,1147,908,1005,592,881,1319,918,761,1206,1510
RBM41,1204,803,947,640,882,364,788,833,441,1422,2083,1803
RBM42,957,563,879,850,932,486,518,943,823,963,1613,2801
RBM43,636,526,427,308,255,250,392,450,380,383,377,332
RBM44,105,22,50,72,46,124,62,49,26,20,19,7
RBM45,295,223,311,213,321,150,196,198,152,200,226,312
RBM46,3,5,0,0,0,0,0,0,0,0,0,0
RBM47,189,797,0,50,0,0,47,0,1,151,163,290
RBM48,774,573,1122,555,1357,596,510,1168,757,489,671,852
RBM4B,580,324,639,308,476,450,197,585,488,339,414,586
RBM5,7257,4403,7375,3801,6467,4777,5098,6450,5707,2286,1962,2928
RBM5-AS1,12,3,8,5,5,0,2,10,12,3,6,3
RBM6,6317,3415,3265,3597,3263,2296,4774,2902,2107,2195,1633,1834
RBM7,530,407,1067,431,1122,534,527,936,454,988,939,877
RBM8A,3338,2132,5417,2925,5095,2844,2024,2417,2162,2451,3904,5055
RBMS1,3975,3069,4575,3233,4480,3180,2818,2931,1592,661,241,154
RBMS2,106,97,395,57,334,304,82,407,569,39,48,80
RBMS3,4,1,1,0,0,0,0,1,0,0,0,0
RBMS3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
RBMS3-AS3,0,0,0,0,0,0,0,0,0,0,0,0
RBMX,5108,3128,5059,3883,5523,2531,3617,5144,3704,7037,9694,10716
RBMX2,648,402,636,399,582,373,465,798,550,827,1146,1618
RBMXL1,1007,585,1012,781,1278,932,559,1001,769,657,788,900
RBMXL2,0,0,0,1,0,0,0,0,0,3,4,10
RBMXL3,0,0,0,0,0,0,0,0,0,4,15,17
RBMY1A1,0,0,0,0,0,0,0,0,0,0,0,0
RBMY1A3P,0,0,0,0,0,0,0,0,0,0,0,0
RBMY1B,0,0,0,0,0,0,0,0,0,0,0,0
RBMY1D,0,0,0,0,0,0,0,0,0,0,0,0
RBMY1E,0,0,0,0,0,0,0,0,0,0,0,0
RBMY1F,0,0,0,0,0,0,0,0,0,0,0,0
RBMY1J,0,0,0,0,0,0,0,0,0,0,0,0
RBMY2EP,0,0,0,0,0,0,0,0,0,0,0,0
RBMY2FP,0,0,0,0,0,0,0,0,0,0,0,0
RBMY3AP,0,0,0,0,0,0,0,0,0,0,0,0
RBP1,0,0,0,0,0,0,0,1,0,0,1,0
RBP2,0,0,0,0,0,0,0,1,0,0,0,0
RBP3,0,0,0,0,0,0,0,0,0,0,0,0
RBP4,1,0,0,0,0,0,0,0,0,0,0,0
RBP5,23,12,18,6,13,24,7,11,17,95,60,80
RBP7,0,0,1,0,0,0,0,0,1,3,0,1
RBPJ,3680,2798,6389,2305,8981,5556,4924,4268,2717,2892,1905,2021
RBPJL,0,0,0,0,0,0,0,0,0,0,0,0
RBPMS,7,1,3,2,0,0,6,3,0,2,0,0
RBPMS-AS1,0,0,0,0,0,0,0,0,0,0,0,0
RBPMS2,56,71,325,10,67,189,38,128,241,38,69,103
RBSN,1864,752,1126,1068,958,617,1120,2027,1371,1311,1795,2514
RBX1,621,417,479,708,496,260,516,459,401,531,842,1136
RC3H1,3942,2419,5444,2084,4640,3678,2978,3518,2737,2267,2573,2551
RC3H2,2317,1200,2674,1424,2351,2407,1686,2026,1845,1288,1357,1863
RCAN1,221,224,198,215,339,102,255,278,204,178,302,302
RCAN2,2,0,0,54,0,0,4,0,3,1,3,0
RCAN3,378,248,125,125,165,79,251,113,141,84,60,65
RCAN3AS,4,0,0,1,0,0,0,0,0,2,2,0
RCBTB1,865,813,671,554,530,321,716,955,624,450,617,653
RCBTB2,2167,1597,1920,1445,1713,1373,1199,562,562,280,189,246
RCC1,613,354,494,666,487,412,437,756,593,2088,3079,4872
RCC2,3287,2329,4333,3094,4580,3224,3443,3080,3432,6330,10035,14385
RCCD1,194,111,113,131,90,52,125,103,58,592,758,1068
RCE1,421,202,310,315,344,267,246,555,359,291,592,1024
RCHY1,1174,853,1109,942,1208,437,863,1240,586,946,997,913
RCL1,180,173,393,257,548,465,159,372,314,926,811,1528
RCN1,363,378,668,387,495,450,326,354,321,253,486,488
RCN2,743,737,991,721,971,615,670,1090,582,733,839,812
RCN3,29,41,5,12,2,37,5,2,5,224,101,194
RCOR1,1280,975,1344,1061,1827,998,1228,1181,1088,1683,1699,2359
RCOR2,4,1,10,3,4,0,30,7,2,115,181,238
RCOR3,2406,1581,3026,1271,2146,1324,1877,2213,1409,1448,1515,1612
RCSD1,5404,4578,2898,3107,2559,1119,2678,2453,1009,1015,1887,1955
RCVRN,89,19,23,19,38,13,10,35,8,2,2,1
RD3,0,0,0,0,0,0,0,0,0,0,1,0
RD3L,0,0,0,0,0,0,0,0,0,0,0,1
RDH10,489,224,833,109,429,503,419,558,516,944,1296,1536
RDH10-AS1,0,1,1,0,0,0,0,0,0,0,0,0
RDH11,1694,1096,1108,1735,1605,969,1788,1659,1078,1531,1509,1805
RDH12,0,1,0,0,0,0,0,2,1,3,6,0
RDH13,0,0,0,0,0,0,0,0,0,0,0,0
RDH14,20,15,18,14,19,16,14,26,18,10,19,53
RDH16,61,22,40,29,21,8,33,93,66,15,17,27
RDH5,64,50,63,31,30,17,38,28,39,21,16,19
RDH8,0,0,0,0,0,0,0,0,0,0,0,0
RDM1,0,0,0,0,0,0,0,0,0,0,0,0
RDX,642,2510,986,509,1016,514,557,482,396,2701,2909,3030
REC114,1,0,0,0,0,1,0,0,0,1,1,3
REC8,599,206,376,519,408,346,447,422,369,109,131,275
RECK,614,443,559,365,489,251,418,459,291,106,55,31
RECQL,3408,2099,2417,3020,2484,1836,2573,1912,1522,1612,1902,2174
RECQL4,122,74,94,256,114,201,189,104,86,1589,3087,5250
RECQL5,883,545,616,385,474,241,464,660,506,445,405,596
REEP1,1,0,0,0,0,0,0,0,0,15,4,5
REEP2,22,8,54,11,72,26,32,30,46,25,28,65
REEP3,395,419,553,343,630,337,281,239,185,688,596,586
REEP4,797,337,335,348,251,105,485,537,374,464,576,889
REEP5,3203,2560,4354,1996,2920,1885,1587,1683,1193,1100,1101,1206
REEP6,77,38,57,51,42,43,52,78,63,510,802,1456
REG1A,0,0,0,0,0,0,0,0,0,0,0,0
REG1B,0,0,0,0,0,0,0,0,0,0,0,0
REG1P,0,0,0,0,0,0,0,0,0,0,0,0
REG3A,0,0,0,0,0,0,0,0,0,0,0,0
REG3G,0,0,0,0,0,0,0,0,0,1,2,4
REG4,0,0,0,0,0,0,5,1,0,0,0,0
REL,4478,2943,3440,3395,5596,2107,8957,14347,12326,3439,1706,2264
RELA,3730,1891,3429,2763,3545,2954,2895,4505,3973,1875,2187,3929
RELB,570,318,537,1454,2610,1086,2474,3060,3507,642,187,614
RELL1,413,350,218,284,281,98,222,583,384,98,94,92
RELL2,269,121,102,112,30,14,183,84,56,161,141,264
RELN,1,0,1,0,0,0,1,7,0,732,1974,2382
RELT,271,264,323,502,349,487,353,684,604,460,801,1537
REM1,0,0,0,1,0,0,0,0,0,0,1,2
REM2,156,57,163,57,135,46,50,198,162,25,67,58
REN,0,0,0,0,0,0,0,0,0,4,37,60
RENBP,222,347,302,71,54,179,47,143,143,158,305,446
REP15,1,0,1,0,2,0,0,0,0,0,0,0
REPIN1,1574,1005,2793,847,2674,2344,843,1602,1404,2449,3950,6641
REPS1,1686,1059,1547,1106,1610,968,1333,2316,1966,854,1103,1554
REPS2,26,15,14,11,19,0,27,15,8,7,2,4
RER1,4566,2524,4058,2726,3396,2565,1988,2504,1972,2571,3409,5300
RERE,1980,903,1581,1340,1713,1135,1214,1690,1224,1306,1338,1967
REREP3,80,20,59,13,45,18,36,62,20,9,4,0
RERG,0,0,0,0,0,0,0,0,0,13,29,28
RERG-AS1,0,0,0,0,0,0,0,0,0,0,0,0
RERGL,0,0,0,0,0,0,0,0,0,0,0,0
RESP18,0,0,0,0,0,0,0,0,0,0,0,0
REST,3773,2836,5672,2246,5241,3176,2078,2775,1909,1628,1906,1751
RET,13,8,17,7,9,23,3,10,10,0,6,3
RETN,0,3,0,0,0,0,8,0,0,1,0,0
RETNLB,0,0,0,0,0,0,0,0,0,0,0,0
RETSAT,911,543,672,547,527,390,585,652,470,690,1067,1653
REV1,1697,1090,1825,977,1983,1155,1218,1852,1295,1283,1400,1629
REV3L,1816,1465,2353,945,1905,1273,1402,2062,1189,1312,1269,1526
REXO1,3058,1285,2049,1960,1843,2167,1459,2698,2492,1316,2065,3515
REXO1L2P,0,0,0,0,0,0,0,0,0,0,0,0
REXO2,533,403,641,376,628,516,269,395,273,842,1212,1509
REXO4,877,535,1022,640,867,722,408,661,710,641,725,1194
RFC1,2535,1672,2790,2031,2959,1972,2214,2805,2471,2881,3287,4280
RFC2,506,360,561,742,749,342,395,505,419,1750,2697,4035
RFC3,148,103,222,312,400,212,143,200,180,1035,1243,1316
RFC4,417,209,309,600,427,261,380,532,315,1971,2848,3639
RFC5,532,285,419,528,471,281,442,669,374,1524,2691,3764
RFESD,64,40,27,40,25,0,32,22,19,900,851,982
RFFL,369,256,497,169,415,423,355,492,360,155,147,207
RFK,210,252,379,299,557,262,252,305,198,1278,1260,1104
RFNG,687,354,387,321,321,206,411,498,429,400,483,833
RFPL1,0,0,0,0,0,0,0,1,0,0,0,0
RFPL1S,61,15,41,30,5,16,21,3,13,30,60,85
RFPL2,0,1,6,0,0,0,0,0,1,0,0,0
RFPL3,0,0,0,0,0,0,1,0,1,0,0,2
RFPL3S,45,19,78,35,47,50,29,74,74,61,43,70
RFPL4A,0,0,0,0,0,0,0,0,0,4,19,38
RFPL4AL1,0,0,0,0,0,0,0,0,0,0,5,3
RFPL4B,0,0,0,0,0,0,0,3,2,447,1008,1159
RFT1,740,408,568,487,479,408,330,425,415,278,394,526
RFTN1,3132,2163,2402,2885,2458,1753,2806,3468,2589,575,222,231
RFTN2,1,0,0,0,0,0,1,0,0,3,0,2
RFWD2,939,684,770,769,849,597,948,1036,700,948,1005,1051
RFWD3,1656,907,1243,1394,1656,1175,1158,2080,1423,3100,4730,6503
RFX1,899,417,925,450,937,871,542,767,695,348,317,521
RFX2,91,90,380,62,432,290,72,53,88,168,121,209
RFX3,942,719,747,440,630,463,550,1134,552,222,198,152
RFX3-AS1,81,45,82,45,38,3,87,80,68,29,45,27
RFX4,0,0,0,0,0,0,0,0,0,0,0,0
RFX5,1669,1298,1014,1512,1531,764,2375,2101,1784,1073,985,1380
RFX6,0,0,1,0,0,0,0,0,0,0,0,0
RFX7,2313,1659,3189,1296,2012,1676,2036,1718,1786,1421,1599,1714
RFX8,14,12,1,4,5,0,7,4,2,10,1,0
RFXANK,535,281,363,342,315,183,331,481,371,480,1020,1695
RFXAP,333,177,450,211,396,271,187,275,209,262,170,172
RGAG1,0,1,0,0,0,0,0,0,0,15,3,2
RGAG4,195,312,868,106,972,954,90,188,207,51,30,32
RGCC,347,210,928,179,1932,863,268,722,722,319,162,231
RGL1,121,605,30,47,47,0,71,36,7,39,5,6
RGL2,0,0,0,0,0,0,0,0,0,0,0,0
RGL3,1,1,2,0,0,0,0,2,2,3,12,12
RGL4,81,62,51,74,34,28,28,59,65,10,11,8
RGMA,0,0,109,0,34,61,2,9,16,1,0,0
RGMB,22,11,29,15,12,0,23,9,9,1,0,3
RGMB-AS1,1,0,1,0,0,0,0,0,0,0,0,0
RGN,0,0,2,0,0,0,0,0,1,0,0,1
RGP1,610,380,609,435,473,388,380,546,483,283,286,347
RGPD1,7,10,10,3,3,0,12,4,7,14,8,21
RGPD2,1,2,2,0,0,0,3,3,13,2,7,20
RGPD3,2,7,13,6,13,26,6,10,8,2,4,3
RGPD4,39,2,12,15,40,12,21,49,34,9,7,10
RGPD4-AS1,0,0,0,0,0,0,0,0,0,0,0,0
RGPD5,0,0,0,0,0,0,0,0,0,0,0,0
RGPD6,0,0,0,0,0,0,0,0,0,0,0,0
RGPD8,0,0,0,0,0,0,0,0,0,0,0,0
RGR,0,0,0,0,0,0,0,0,0,0,0,0
RGS1,243,133,153,408,608,149,1048,3590,1230,337,310,145
RGS10,613,553,321,348,332,488,589,246,283,751,1137,1306
RGS11,0,1,2,3,0,0,2,1,1,2,0,1
RGS12,229,204,105,123,96,88,103,115,78,133,163,209
RGS13,5,3,9,0,34,0,2,20,31,5,1,2
RGS14,2302,1215,1473,1282,1124,807,727,844,613,573,570,816
RGS16,91,27,863,527,2120,701,474,869,826,81,41,161
RGS17,19,17,7,15,15,0,7,13,7,4,0,0
RGS18,13,37,60,1,7,11,45,12,13,19,0,4
RGS19,873,484,703,787,520,517,435,243,201,194,258,420
RGS2,943,299,572,196,532,254,1605,4565,1301,615,1207,1220
RGS20,5,2,0,0,0,0,1,1,1,33,23,35
RGS21,0,0,0,0,0,0,0,0,0,0,0,0
RGS22,0,0,0,0,0,0,0,0,0,1,0,2
RGS3,4253,2090,4393,2284,5147,3876,3208,2016,3903,782,232,526
RGS4,0,0,0,0,0,0,0,0,0,0,0,0
RGS5,67,57,57,33,68,10,34,49,32,43,43,45
RGS6,5,0,0,13,7,0,70,4,3,1,0,0
RGS7,1,0,0,0,0,0,0,0,0,0,0,0
RGS7BP,0,0,0,0,0,0,0,0,0,0,0,2
RGS8,0,0,0,0,0,0,0,0,0,0,0,0
RGS9,1567,593,586,1048,229,460,837,252,398,206,21,38
RGS9BP,21,21,38,10,8,14,4,3,14,17,15,17
RGSL1,1,0,0,1,0,0,1,0,0,4,0,1
RHAG,0,0,0,0,0,0,8,10,0,6406,6511,8352
RHBDD1,568,360,490,572,482,367,419,349,280,511,328,447
RHBDD2,997,466,765,503,491,325,737,1372,1139,956,2152,4296
RHBDD3,156,127,194,110,213,251,91,225,158,202,290,649
RHBDF1,13,8,3,9,8,0,5,10,15,172,236,439
RHBDF2,4750,2292,2792,2142,1553,2442,2277,1901,1755,530,117,151
RHBDL1,19,4,20,9,20,15,11,49,31,85,173,310
RHBDL2,0,0,0,0,0,0,0,1,0,3,0,0
RHBDL3,0,1,0,6,3,0,0,1,1,1,1,4
RHBG,0,0,0,0,0,0,0,0,0,0,0,0
RHCE,4,0,3,2,0,0,3,9,4,110,139,205
RHCG,0,0,0,0,0,0,1,0,0,0,0,0
RHD,0,1,0,0,0,0,0,0,0,146,137,154
RHEB,560,483,766,468,909,476,464,681,538,1385,2233,2949
RHEBL1,273,111,188,250,86,102,100,165,103,109,149,243
RHNO1,509,380,223,346,419,93,341,548,314,423,504,790
RHO,2,4,9,2,8,17,0,1,0,0,0,1
RHOA,10729,8204,8458,11116,10751,6736,8639,8603,6528,8357,10628,14950
RHOB,620,253,518,475,458,170,1455,607,383,461,833,1239
RHOBTB1,7,10,5,2,3,15,2,6,3,346,251,281
RHOBTB2,548,399,492,409,347,504,176,289,250,66,89,144
RHOBTB3,1646,1313,1909,574,802,631,836,1865,883,8453,10510,10692
RHOC,1392,936,1087,1763,1410,830,1009,875,850,2526,2845,5411
RHOD,1,0,0,0,1,0,1,0,0,1,0,1
RHOF,4261,1903,5856,3479,5485,3766,2786,2666,3059,589,306,452
RHOG,1739,1037,1071,1497,1035,884,1696,1825,1779,1466,1551,2842
RHOH,939,697,821,1051,621,327,1232,1800,1061,321,397,548
RHOJ,0,0,2,0,0,1,1,0,0,0,0,0
RHOQ,1793,1803,2321,871,1839,819,1189,2205,1188,882,1038,844
RHOT1,1458,1014,1055,944,835,564,1026,1136,612,826,876,846
RHOT2,3382,1420,2330,2098,1897,1837,2000,2878,2488,2056,3362,5769
RHOU,39,88,25,15,26,162,20,3,12,12,0,1
RHOV,0,0,1,0,0,0,2,1,0,62,101,209
RHOXF1,0,0,23,0,6,0,0,25,8,1,2,6
RHOXF1-AS1,26,10,2,9,0,0,10,2,0,5,14,7
RHOXF1P1,0,1,0,0,0,0,0,0,0,1,0,1
RHOXF2,0,0,0,0,0,0,0,0,0,0,0,0
RHOXF2B,0,0,0,0,0,0,0,0,0,0,0,0
RHPN1,78,35,23,27,17,20,79,30,32,43,94,120
RHPN1-AS1,5,1,1,2,0,0,1,0,1,20,14,29
RHPN2,2,1,3,2,9,0,10,2,2,98,59,106
RIBC1,36,28,33,17,30,25,12,26,18,12,13,25
RIBC2,2,0,1,28,0,0,0,5,1,0,4,1
RIC1,1880,1259,1630,1101,1419,1244,1340,1620,1210,926,922,1009
RIC3,63,38,23,18,37,0,21,25,20,16,3,2
RIC8A,2635,1475,2597,1997,2493,2047,1433,2768,2135,2006,2661,4488
RIC8B,575,396,404,331,509,275,353,325,199,307,317,354
RICTOR,7637,5110,7453,3988,5999,4195,5553,6872,3618,3828,4075,3917
RIF1,3585,2535,4913,2986,5647,3405,2629,3443,2412,5038,6255,6290
RIIAD1,0,0,0,0,0,0,0,0,0,0,0,0
RILP,0,0,0,0,0,0,0,0,0,0,0,0
RILPL1,107,24,77,77,77,77,56,90,67,178,212,341
RILPL2,543,435,551,471,763,335,819,532,775,520,677,1098
RIMBP2,0,3,0,0,0,0,2,0,0,0,0,0
RIMBP3,13,9,48,3,18,28,6,1,10,3,6,6
RIMBP3B,0,0,0,0,0,0,0,0,0,0,0,0
RIMBP3C,0,0,0,0,0,0,0,0,0,0,0,0
RIMKLA,446,157,45,271,119,10,57,34,26,8,3,3
RIMKLB,621,443,484,601,653,349,400,603,414,756,667,584
RIMS1,1,0,0,0,0,0,0,0,0,1,0,0
RIMS2,0,0,0,0,0,0,21,6,2,0,2,1
RIMS3,87,34,47,84,112,19,136,76,70,70,120,127
RIMS4,0,0,0,0,0,0,0,0,0,3,0,0
RIN1,34,23,13,16,34,25,9,7,8,32,39,83
RIN2,46,226,1,12,13,3,9,6,4,2,4,1
RIN3,7525,4157,4726,5457,5469,4472,6499,6556,7917,1306,351,724
RING1,0,0,0,0,0,0,0,0,0,0,0,0
RINL,2469,1359,1866,1451,1561,1139,1200,1330,1139,353,263,397
RINT1,971,488,1155,829,1280,900,703,1766,1084,1861,2978,3308
RIOK1,743,505,866,1009,1339,691,681,1399,1030,1251,1584,2137
RIOK2,834,534,759,677,915,592,373,1048,608,905,1540,1703
RIOK3,3366,2710,4208,2380,4279,2942,2844,4514,3104,4203,5215,6005
RIPK1,4519,2343,4049,2822,3566,2523,1937,3615,3406,1435,2005,2962
RIPK2,580,540,358,496,459,153,681,1049,529,1221,1555,2329
RIPK3,1332,808,933,687,607,702,500,508,571,120,37,52
RIPK4,0,0,0,0,0,0,1,0,0,1,0,0
RIPPLY1,0,0,0,0,0,0,0,0,0,1,0,0
RIPPLY2,0,0,0,0,0,0,0,0,0,0,0,0
RIPPLY3,1,0,0,0,0,0,0,0,0,0,0,0
RIT1,1341,1252,1551,1176,1720,812,1076,2063,1210,1248,1766,2297
RIT2,0,0,0,0,0,0,0,0,0,0,0,0
RITA1,506,276,524,258,289,214,196,442,326,335,496,905
RLBP1,0,1,0,1,0,0,0,0,0,0,0,0
RLF,4553,1654,2103,2815,2726,1550,3398,4963,2207,2755,3623,4247
RLIM,2567,1449,3074,1876,3586,1916,1597,2986,1928,1677,2186,2261
RLN1,3,8,1,1,3,0,3,1,1,1,1,3
RLN2,3,8,6,3,11,0,5,6,0,0,0,0
RLN3,0,0,0,1,0,0,1,0,0,7,5,7
RLTPR,786,780,756,807,1211,1146,547,1073,720,107,156,195
RMDN1,904,819,740,653,613,557,580,630,488,729,968,1113
RMDN2,178,201,310,135,243,179,95,186,102,52,57,65
RMDN2-AS1,2,2,0,0,0,0,0,0,0,0,0,0
RMDN3,724,528,797,714,821,588,583,1047,834,862,1090,1500
RMI1,310,334,565,244,435,361,354,337,211,616,817,832
RMI2,24,18,4,162,24,0,90,6,3,720,757,936
