ID_REF	GSM3722267	GSM3722268	GSM3722269	GSM3722270	GSM3722271	GSM3722272	GSM3722273	GSM3722274	GSM3722275	GSM3722276	GSM3722277	GSM3722278
PTGS1	76.63	20.0	62.97	20.0	22.26	33.65	20.0	25.94	20.0	20.0	20.0	20.0
PTGS2	20.0	20.0	20.0	46.4	20.0	39.36	50.31	27.73	24.03	92.26	223.52	79.79
PTPN14	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
PTPRB	63.01	150.12	108.08	118.89	129.09	62.21	90.98	215.6	55.51	36.9	99.21	20.84
PTPRC	2935.84	3285.68	2423.9	2909.85	2271.37	2204.1	2489.65	2269.64	2004.91	1766.75	2740.76	1735.88
PTPRK	61.31	20.0	20.68	37.7	22.26	20.0	38.53	42.94	20.0	72.88	27.49	51.03
PTX3	45.98	20.0	30.08	33.35	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
RAB20	158.37	194.48	74.25	133.39	96.82	227.27	55.66	147.61	57.99	67.35	101.6	54.63
RAB3D	168.59	225.19	107.14	52.19	50.08	53.96	73.85	86.78	58.82	72.88	147.02	43.13
RAD51	20.0	20.0	20.0	66.69	104.61	34.92	20.0	34.0	20.0	91.34	20.0	43.13
RAF1	779.94	992.87	931.4	710.43	726.7	812.57	1087.48	792.63	1009.08	802.65	851.03	938.02
RAPGEF4	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
RASAL1	214.57	116.01	71.43	65.24	69.0	59.04	51.38	96.62	91.96	55.36	54.98	31.63
RASGRF2	35.76	85.3	20.68	20.0	41.18	20.0	29.97	52.78	27.34	32.29	33.47	20.0
RETNLB	40.87	20.0	20.0	20.0	20.0	20.0	24.62	20.0	20.0	20.0	23.91	20.0
RGS1	202.65	136.48	152.26	714.78	717.8	901.45	1527.4	400.79	875.7	528.64	693.26	535.5
RGS6	83.44	75.06	20.0	43.5	20.0	20.0	31.04	24.15	21.54	38.75	39.44	20.0
RHOC	563.67	324.13	395.68	784.37	787.91	730.68	661.48	614.6	574.13	643.97	715.97	568.56
RHOG	481.93	375.31	350.57	679.98	593.16	901.45	718.21	602.97	660.29	532.33	616.76	508.9
RHOJ	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
RICTOR	616.46	801.8	852.45	701.73	615.42	632.28	1320.82	778.32	985.88	500.96	554.61	542.69
RIPK2	255.44	269.54	209.59	484.25	291.57	520.55	604.75	305.96	455.66	480.67	628.71	463.62
RNASE2	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
RNASE3	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
RND3	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
ROS1	20.0	20.0	20.0	20.0	20.0	20.0	20.0	26.84	20.0	20.0	20.0	20.0
RUNX2	35.76	20.0	20.0	20.0	20.0	24.76	20.0	49.2	20.71	20.0	20.0	20.0
S100A10	957.04	829.1	844.93	1471.6	872.49	1242.98	1431.07	1052.96	1249.34	766.67	1019.57	951.68
S100A4	4221.55	3063.9	3706.81	2090.68	1491.25	2898.59	1866.7	2406.52	2135.8	2159.78	2802.91	2742.9
S100A8	1006.43	272.95	904.14	114.54	136.88	265.36	38.53	60.83	62.14	116.25	96.82	84.1
S100A9	1617.78	784.74	1357.16	289.97	267.09	780.83	159.48	128.82	155.75	422.55	396.83	460.03
S1PR1	355.91	259.31	313.91	181.23	121.3	187.91	199.09	144.93	244.4	92.26	70.52	112.85
SAA1	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
SCIN	51.09	20.0	20.0	20.0	20.0	20.0	20.0	22.37	20.0	22.14	20.0	20.0
SELE	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
SELL	962.15	341.19	430.46	485.7	220.35	801.78	415.3	229.92	359.56	532.33	142.24	513.22
SELP	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
SELPLG	132.83	95.53	220.87	84.09	101.27	101.57	117.74	115.41	120.13	79.34	63.35	149.51
SEMA4A	71.52	20.0	44.17	73.94	120.19	93.95	20.0	89.46	45.57	71.96	62.15	51.03
SEMA4B	64.71	20.0	60.15	65.24	30.05	50.15	39.6	47.41	53.02	47.05	45.42	40.25
SEMA5A	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
SEMA6D	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
SERPINB2	664.14	1091.81	584.59	324.77	186.96	92.68	402.45	111.83	289.14	2241.89	1627.96	2621.42
SERPINB9	1307.85	1054.28	961.48	2846.06	2132.26	4620.23	2204.93	1523.53	2323.04	2586.01	1865.82	2505.7
SERPINE1	49.38	20.0	63.91	153.68	64.55	127.6	62.08	76.94	100.25	20.0	28.69	46.72
SERPINE3	59.6	20.0	20.0	30.45	20.0	20.0	33.18	25.94	21.54	25.83	20.0	20.0
SFRP4	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
SGPP1	408.7	361.66	449.25	346.51	320.51	308.52	318.97	301.49	334.7	405.02	462.57	395.33
SIGLEC1	126.02	88.71	20.0	44.95	28.93	20.0	29.97	47.41	20.0	32.29	39.44	20.0
SIGLEC5	39.17	20.0	21.62	30.45	20.0	21.58	27.83	29.52	24.85	32.29	37.05	23.72
SIRPA	492.15	303.66	293.24	117.44	87.92	317.41	89.91	88.57	130.9	143.0	186.46	126.51
SKI	716.93	573.2	2300.78	824.97	807.94	997.94	685.03	411.52	1143.29	539.71	784.1	1435.42
SKIL	737.37	545.91	2297.02	1246.87	948.17	1256.95	1272.65	432.99	2105.98	723.31	613.17	1816.38
SLC16A6	338.88	412.84	361.85	205.88	202.54	330.11	262.24	313.12	193.03	320.14	481.69	265.23
SMAD1	49.38	20.0	28.2	20.0	34.5	40.63	33.18	47.41	24.85	49.82	27.49	24.44
SMAD2	1031.97	1180.52	1070.5	1123.63	1103.97	1025.87	1120.66	991.23	1130.04	795.27	876.13	849.61
SMAD7	1375.96	2255.28	4094.97	1404.91	1342.12	1603.56	2787.21	1256.93	3738.9	1138.47	1375.76	3201.49
SMARCD3	165.18	112.59	227.45	63.79	196.98	82.53	46.03	82.3	33.97	30.45	29.88	20.0
SOCS1	187.32	102.36	275.38	458.15	380.6	423.43	526.62	315.8	613.07	2382.12	1643.5	1904.07
SOCS2	61.31	20.0	32.9	361.01	408.42	270.43	127.37	194.13	96.93	816.49	4637.66	708.01
SOCS3	100.47	85.3	31.96	237.78	158.03	191.08	180.89	186.97	111.02	331.21	651.42	352.21
SP4	487.04	528.85	448.31	305.92	360.57	342.17	422.79	434.78	381.93	531.41	582.1	424.8
SPHK1	20.0	20.0	25.38	37.7	24.48	43.8	37.46	22.37	38.11	34.14	25.1	35.22
SPRY2	170.29	474.26	179.51	253.72	320.51	592.29	423.86	264.81	568.33	216.81	478.11	364.43
SPTBN1	1181.83	709.68	765.99	1403.46	1220.82	1102.68	1211.64	899.09	1063.76	444.69	341.85	247.98
SQSTM1	1818.72	2023.27	1920.13	2108.08	1948.63	2308.21	2734.76	2267.85	2337.12	2044.45	2888.97	2631.49
STAB1	172.0	109.18	98.69	36.25	20.0	29.84	23.55	26.84	20.0	29.52	23.91	20.0
STAT1	5399.98	2279.16	3321.46	2833.01	2241.32	3505.48	2183.53	3487.21	1970.94	11429.01	11228.39	11970.72
STAT3	953.64	1044.05	984.97	1481.75	1425.59	1491.83	1468.53	1491.32	1468.88	1490.9	2205.28	1942.89
STAT4	2261.49	2804.6	2489.69	2991.04	2486.15	2220.6	2599.9	2429.77	2535.96	2581.4	3416.09	2525.83
STAT5A	733.96	515.2	633.47	1664.43	1758.33	1899.38	1182.74	1500.27	1531.85	831.25	995.66	1029.31
STAT5B	779.94	839.33	829.9	1201.93	1155.16	1023.33	1192.38	1175.52	1115.12	439.15	543.85	463.62
STAT6	1157.99	1214.64	769.74	861.21	852.46	1276.62	802.77	1152.26	874.87	612.6	853.42	582.22
STK17A	3162.33	3022.96	5100.62	3018.59	2828.91	3863.52	4363.84	2921.81	4820.89	2079.51	2573.42	2890.97
SYK	459.79	511.79	361.85	231.98	130.21	257.1	379.98	305.96	300.74	243.56	310.77	153.1
TAP1	466.6	406.02	423.88	588.64	457.39	698.94	645.42	502.77	684.32	972.41	1019.57	1287.35
TAP2	430.84	279.78	340.23	426.26	321.62	432.95	343.58	318.48	341.33	698.4	628.71	957.43
TAPBP	1501.98	1603.6	1583.66	1950.05	1588.07	2079.67	1517.77	1458.22	1376.92	2466.08	2926.03	3064.92
TEP1	257.14	180.83	247.18	182.68	158.03	161.88	143.43	188.76	138.36	169.76	169.73	163.88
TFCP2	386.56	368.49	330.83	274.02	206.99	265.36	216.21	253.18	238.6	372.73	356.19	295.42
TGFA	93.66	92.12	71.43	72.49	73.45	67.93	55.66	54.57	39.77	84.88	72.91	43.13
TGFB1	1912.39	1245.35	2583.67	2395.15	1655.95	1926.05	1758.6	896.4	2432.4	1116.33	1118.78	1589.24
TGFBR3	1299.33	1726.43	1140.99	1230.92	774.56	938.9	1453.54	884.77	874.04	1096.96	1582.54	1198.94
TGM2	35.76	20.0	20.0	20.0	20.0	20.0	20.0	20.0	30.65	34.14	20.0	20.0
THBD	117.5	98.95	53.57	43.5	20.0	36.82	70.64	26.84	60.48	64.58	51.4	52.47
TIGIT	812.3	910.98	300.76	582.84	544.19	675.45	675.39	679.91	338.85	955.8	1227.54	470.09
TIMD4	20.0	20.0	20.0	20.0	20.0	20.0	31.04	20.0	20.0	20.0	27.49	20.0
TIMP3	56.2	78.47	26.32	20.0	20.0	20.0	21.41	20.0	20.0	20.0	20.0	20.0
TLR1	681.17	631.21	646.62	276.92	299.36	419.62	432.42	325.64	302.39	232.49	329.9	219.95
TLR10	69.82	20.0	22.56	31.9	23.37	22.22	49.24	33.1	20.71	32.29	44.23	20.0
TLR2	243.52	214.95	262.22	394.36	110.17	323.76	166.98	74.25	163.21	178.98	139.85	161.73
TLR3	85.15	136.48	46.99	76.84	44.51	34.28	33.18	51.89	29.0	80.27	109.97	56.07
TLR4	131.13	68.24	56.39	20.0	25.6	26.66	20.0	23.26	20.0	20.0	20.0	20.0
TLR5	61.31	20.0	31.02	39.15	25.6	27.3	25.69	38.47	20.0	20.0	20.0	20.0
TLR6	110.69	150.12	153.2	20.0	46.74	78.72	50.31	64.41	72.91	24.91	49.01	38.1
TLR7	66.41	20.0	20.0	37.7	20.0	20.95	20.0	25.05	20.0	26.76	34.66	20.0
TLR8	117.5	85.3	71.43	37.7	44.51	83.16	33.18	50.1	21.54	48.9	72.91	33.06
TLR9	76.63	20.0	26.32	33.35	20.0	20.0	41.74	38.47	28.17	23.99	44.23	20.0
TM7SF3	589.21	525.44	500.95	761.17	598.72	518.01	396.03	485.78	426.66	428.08	365.75	289.67
TMEM173	223.08	184.24	201.13	178.33	172.49	177.11	112.39	144.93	118.47	108.87	136.26	166.76
TNC	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	23.06	20.0	20.0
TNF	235.0	399.19	278.2	726.38	961.52	2295.51	548.02	696.91	514.48	2212.36	3767.5	2384.94
TNFAIP3	6874.71	4554.91	4488.77	10686.85	9569.57	9534.37	11793.18	6355.35	8027.08	4148.88	4042.41	5787.69
TNFAIP6	80.04	71.65	32.9	50.74	32.27	50.15	26.76	36.68	23.2	89.49	138.65	69.72
TNFAIP8	451.28	658.5	360.91	507.45	667.72	867.17	591.91	698.69	628.81	717.77	827.13	968.93
TNFRSF11A	156.67	95.53	148.5	160.93	115.74	182.83	227.99	146.72	337.19	81.19	65.74	97.04
TNFRSF12A	39.17	20.0	28.2	29.0	32.27	41.26	25.69	27.73	41.42	28.6	34.66	58.22
TNFRSF14	137.94	78.47	99.63	79.74	71.22	95.22	110.25	126.14	76.22	101.48	90.84	79.79
TNFRSF1A	749.29	835.92	936.1	448.0	544.19	656.4	409.95	617.28	579.93	460.37	539.07	633.97
TNFRSF1B	594.32	771.09	437.03	938.05	535.29	861.45	905.52	568.08	726.57	929.97	1325.56	990.49
TNFRSF4	20.0	20.0	20.0	20.0	24.48	29.2	42.81	28.63	34.8	23.99	53.79	20.0
TNFRSF8	20.0	75.06	20.0	36.25	41.18	30.47	24.62	29.52	30.65	37.83	20.0	22.28
TNFRSF9	76.63	20.0	37.59	397.26	1001.58	2365.34	713.93	1135.27	1519.42	659.65	901.24	648.35
TNFSF10	507.47	545.91	800.76	1062.74	1246.41	1082.37	422.79	1134.37	647.04	5161.88	4197.8	2722.77
TNFSF4	192.43	153.54	184.21	208.78	143.56	303.44	153.06	134.19	363.7	719.62	390.85	513.93
TNFSF9	98.77	126.24	45.11	371.16	309.38	368.2	175.54	424.94	237.77	66.43	154.19	134.41
TOP2A	34.06	20.0	25.38	421.91	604.29	232.98	44.95	216.5	92.79	306.3	50.2	74.75
TPSAB1	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
TRAF1	754.4	597.09	537.6	1942.8	2191.24	4657.04	2271.3	2204.33	2854.09	2324.0	2683.39	2346.85
TRAF2	301.42	218.36	246.24	336.37	420.66	514.84	412.09	446.41	596.5	572.0	513.97	762.64
TRAF6	560.26	562.97	679.52	559.64	490.78	515.47	758.88	504.56	642.9	477.9	541.46	664.16
TRAFD1	648.81	532.26	644.74	687.23	628.77	869.07	641.14	618.18	703.37	1722.47	1686.53	2296.53
TREM1	42.57	20.0	20.0	92.79	20.0	24.12	61.01	20.0	56.34	33.21	27.49	59.66
TREM2	148.15	119.42	36.65	20.0	20.0	39.99	20.0	23.26	20.0	20.0	20.0	20.0
TREX1	185.62	105.77	149.44	205.88	150.24	182.83	200.16	185.19	178.95	406.86	255.79	306.92
TSPAN8	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
TTK	20.0	20.0	20.0	255.17	252.62	98.4	33.18	144.93	54.68	112.56	33.47	63.97
TUBA1A	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	23.06	20.0	20.0
TUBA4A	216.27	221.77	203.95	539.34	343.88	459.61	327.53	311.33	323.1	591.38	577.32	421.21
TWISTNB	187.32	245.66	267.86	347.96	319.39	316.78	446.34	254.07	413.41	360.73	431.49	400.37
TXN	1859.6	924.63	1023.51	2293.66	2976.93	3082.69	1790.71	2257.11	2319.72	7917.65	6330.16	7614.85
TXNDC16	279.28	341.19	312.97	303.02	181.4	192.99	250.46	195.03	227.83	108.87	164.95	162.45
TYROBP	8204.7	6711.25	7152.33	2998.29	2944.65	5776.87	3877.9	3408.48	3298.15	2529.73	3300.15	2328.88
USP18	47.68	20.0	25.38	60.89	22.26	29.2	34.25	40.26	20.0	185.44	62.15	155.98
VAMP2	888.93	1105.46	1208.66	684.33	668.83	863.99	1357.21	950.98	1087.79	508.35	745.85	690.04
VASP	861.68	620.97	670.12	787.27	844.67	1314.71	596.19	700.48	845.87	1676.34	1633.94	1411.7
VAV1	814.0	610.73	680.46	635.03	494.11	601.18	527.69	543.03	580.76	848.78	1000.44	802.17
VAV2	73.23	20.0	43.23	33.35	87.92	53.96	32.11	76.94	44.74	54.43	63.35	35.94
VCAM1	20.0	20.0	20.0	20.0	30.05	32.38	58.87	71.57	58.82	118.09	31.08	29.47
VEGFA	66.41	409.43	43.23	938.05	734.49	799.24	748.18	1730.19	652.84	183.59	320.33	58.22
VEGFC	20.0	20.0	20.0	43.5	42.29	23.49	20.0	38.47	20.0	20.0	20.0	20.0
VRK2	229.89	201.3	282.9	210.23	166.93	206.32	200.16	195.92	237.77	300.76	277.3	351.49
VTCN1	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
VWA5A	80.04	85.3	75.19	55.09	34.5	49.52	58.87	41.15	58.82	35.98	41.83	39.53
WAS	882.12	556.14	790.42	579.94	612.08	633.55	458.11	608.34	470.57	617.21	711.19	609.53
XCR1	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0	20.0
YAP1	49.38	20.0	20.0	20.0	20.0	24.76	20.0	32.21	20.0	20.0	20.0	20.0
YES1	1084.76	818.86	654.14	1568.74	760.09	694.49	2638.43	890.14	1038.08	1236.27	1993.71	748.26
ZFP92	80.04	71.65	52.63	59.44	44.51	36.18	37.46	60.83	43.08	71.04	117.14	102.07
ZNF148	694.79	825.68	792.3	577.04	595.39	615.78	688.24	723.74	621.35	595.07	705.21	638.28
ZNRF2	1353.83	1354.53	1302.65	914.86	864.7	856.37	1180.6	1031.49	992.51	852.47	972.95	820.86
ABCF1	614.76	559.55	505.64	704.63	649.92	782.73	972.95	595.81	798.65	923.51	1035.11	966.05
AGK	534.72	450.37	406.02	765.52	684.41	750.99	1016.84	758.63	763.85	1079.43	996.86	770.54
ALAS1	119.2	102.36	52.63	69.59	72.34	62.85	56.73	81.41	64.62	80.27	88.45	58.94
AMMECR1L	253.74	238.83	233.09	308.82	240.38	254.56	318.97	280.91	333.87	286.92	233.08	316.27
CC2D1B	488.74	467.43	574.25	371.16	367.25	407.55	313.61	439.26	318.13	424.39	596.44	470.09
CNOT10	236.71	300.25	250.0	263.87	292.68	260.91	222.63	293.43	259.31	273.09	246.23	206.29
CNOT4	488.74	583.44	621.25	501.65	428.45	485.64	631.51	505.46	636.27	443.76	534.29	621.03
COG7	291.2	317.31	293.24	266.77	199.2	224.09	271.87	271.07	288.31	233.41	234.27	224.98
DDX50	561.97	675.56	594.93	606.04	624.32	647.52	613.31	701.38	604.79	546.17	672.94	524.72
DHX16	158.37	133.06	164.48	131.94	161.37	151.72	87.77	128.82	120.13	141.16	114.75	122.19
DNAJC14	108.99	126.24	134.4	94.24	115.74	121.25	86.7	110.93	107.7	118.09	151.8	97.76
EDC3	367.83	348.02	451.13	285.62	293.8	321.22	254.74	336.38	383.58	416.09	401.61	443.49
EIF2B4	488.74	549.32	467.11	490.05	456.28	488.18	405.66	462.52	416.72	390.25	443.45	408.99
ERCC3	194.13	191.07	192.67	162.38	143.56	171.4	176.61	169.98	193.86	172.52	152.99	175.38
FCF1	1631.4	1719.61	1534.79	1323.71	1234.17	1324.24	1382.9	1587.94	1233.6	1016.69	1122.36	999.12
G6PD	905.96	556.14	541.36	637.93	636.56	627.84	422.79	511.72	465.6	1479.83	1441.5	1360.67
GPATCH3	81.74	85.3	69.55	53.64	45.63	50.79	92.05	44.73	61.31	49.82	53.79	58.22
GUSB	776.53	696.03	672.94	838.01	743.4	677.99	552.3	618.18	531.88	695.63	540.26	577.19
HDAC3	357.61	382.13	357.15	381.31	369.47	342.17	345.73	378.42	353.76	276.78	300.01	299.02
HPRT1	369.53	378.72	339.29	865.56	1039.42	900.81	731.05	825.73	802.79	896.75	696.84	731.73
MRPS5	895.74	750.62	707.71	726.38	785.69	818.92	729.98	931.29	787.05	833.1	770.95	705.13
MTMR14	449.57	385.55	439.85	295.77	272.65	299.64	458.11	298.8	445.72	248.18	322.72	333.52
NOL7	521.1	576.61	551.7	679.98	811.28	720.52	729.98	730.9	686.8	893.99	891.67	956.71
NUBP1	536.42	467.43	508.46	269.67	353.89	443.1	413.16	336.38	419.21	472.36	551.02	631.1
POLR2A	716.93	484.49	516.92	1106.24	578.69	655.77	924.79	641.44	784.56	594.15	486.48	598.75
PPIA	8632.13	6298.4	7245.38	13759.08	14827.88	10861.78	8674.17	8862.95	8730.45	12803.67	9806.02	13118.62
PRPF38A	1156.29	1194.17	1447.38	1464.35	1415.57	1399.78	1709.36	1434.07	1542.62	1264.87	1410.42	1414.58
SAP130	395.08	344.6	495.31	307.37	331.64	336.45	384.26	331.9	420.04	396.71	389.66	455.71
SDHA	252.03	341.19	444.55	326.22	360.57	413.27	324.32	416.0	359.56	226.03	252.2	259.48
SF3A3	335.48	402.61	465.23	433.51	435.13	427.23	424.93	365.0	451.52	360.73	472.13	476.56
TBP	388.27	429.9	527.26	519.05	531.95	491.35	496.65	532.3	489.63	379.18	327.5	406.12
TLK2	529.61	539.08	652.26	455.25	440.7	432.31	629.37	485.78	577.45	367.19	353.8	432.71
TMUB2	156.67	208.13	151.32	113.09	116.85	120.62	124.16	133.3	106.87	129.16	160.17	114.29
TRIM39	154.97	160.36	163.54	152.23	161.37	170.77	178.75	152.98	163.21	103.33	99.21	122.19
TUBB	771.43	774.51	734.97	1755.77	2028.76	1456.91	868.06	1180.89	1139.15	2538.96	1725.97	1922.04
USP39	384.86	344.6	383.46	446.55	450.71	432.31	434.56	337.27	377.78	415.16	338.26	388.86
ZC3H14	413.81	464.02	393.8	474.1	459.62	485.0	419.58	486.67	391.87	338.59	369.34	337.11
ZKSCAN5	69.82	95.53	86.47	84.09	77.9	58.4	71.71	78.73	64.62	75.65	69.33	67.57
ZNF143	318.45	351.43	359.97	255.17	282.67	333.28	361.78	319.38	357.07	281.39	329.9	264.51
ZNF346	76.63	81.89	81.77	47.85	74.56	52.06	67.43	78.73	53.85	55.36	45.42	52.47
ERCC_00096.1	25.0	14.0	19.0	24.0	27.0	33.0	28.0	19.0	19.0	23.0	16.0	12.0
ERCC_00041.1	13.0	13.0	8.0	18.0	15.0	19.0	22.0	14.0	11.0	21.0	10.0	14.0
ERCC_00019.1	8.0	6.0	9.0	10.0	9.0	9.0	12.0	14.0	11.0	16.0	13.0	13.0
ERCC_00076.1	11.0	7.0	9.0	9.0	6.0	8.0	11.0	7.0	6.0	9.0	10.0	4.0
ERCC_00098.1	29.0	28.0	27.0	26.0	20.0	30.0	29.0	31.0	32.0	22.0	24.0	21.0
ERCC_00126.1	23.0	25.0	28.0	22.0	18.0	35.0	35.0	35.0	22.0	39.0	21.0	26.0
ERCC_00144.1	13.0	16.0	14.0	16.0	9.0	14.0	12.0	17.0	12.0	14.0	12.0	12.0
ERCC_00154.1	21.0	15.0	18.0	24.0	4.0	14.0	31.0	29.0	20.0	27.0	11.0	9.0
ERCC_00117.1	72064.0	60443.0	53171.0	58312.0	50049.0	54780.0	59877.0	60709.0	47718.0	60841.0	50136.0	45430.0
ERCC_00112.1	23867.0	21246.0	18685.0	19821.0	17708.0	18436.0	21223.0	20470.0	17312.0	21277.0	17330.0	16341.0
ERCC_00002.1	6935.0	6045.0	5146.0	5559.0	4808.0	5327.0	5943.0	5892.0	4816.0	6038.0	4817.0	4403.0
ERCC_00092.1	1337.0	1029.0	915.0	987.0	927.0	1048.0	1063.0	1091.0	900.0	1045.0	838.0	794.0
ERCC_00035.1	206.0	163.0	186.0	191.0	166.0	183.0	180.0	191.0	168.0	228.0	140.0	141.0
ERCC_00034.1	122.0	88.0	92.0	107.0	97.0	88.0	113.0	95.0	90.0	110.0	98.0	99.0
